Compound_No,SMILES,Value,FP_12,FP_13,FP_50,FP_336,FP_481,FP_516,FP_653,FP_880,FP_1188,FP_1192,FP_1540,FP_1673,FP_1713,FP_1893,FP_2037,PubchemFP259,PubchemFP308,PubchemFP548,PubchemFP617,PubchemFP639,APC2D1_C_C,APC2D1_C_N,APC2D1_C_O,APC2D2_C_N,APC2D2_C_O,APC2D3_C_C,APC2D3_C_N,APC2D3_C_O,APC2D3_C_S,APC2D4_C_N,APC2D4_C_O,APC2D4_C_S,APC2D5_C_C,APC2D5_C_N,APC2D5_C_O,APC2D5_C_S,APC2D5_N_O,APC2D6_C_N,APC2D7_C_C,APC2D7_C_N,APC2D7_C_O,APC2D7_C_X,APC2D7_O_O,APC2D8_C_O,APC2D9_C_C,APC2D9_C_N,APC2D9_C_O,APC2D9_N_N,APC2D10_C_N,APC2D10_C_S,APC2D10_N_O
382,CN(C)C(=O)[C@H]1CCC[C@@H](c2cccc(-n3ncc(C(=O)O)c3C3CC3)c2)C1,6.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,21,6,3,9,3,27,11,8,0,8,4,0,28,6,8,0,0,6,20,6,6,0,0,5,14,3,5,1,5,0,0
383,CCN(Cc1cc(C(CC(=O)O)c2ccc3c(c2)nnn3C)ccc1Cl)S(=O)(=O)c1cccnc1,6.26,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,22,7,2,12,4,30,12,10,3,8,10,3,31,9,14,2,0,11,22,13,10,5,0,4,18,7,10,1,3,1,0
384,Cc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccccc3)c3ccccc23)cc1,5.57,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,27,2,6,4,10,33,5,15,5,5,23,4,37,2,24,4,1,2,36,2,20,0,2,10,21,2,12,0,1,2,0
385,CCn1nnc2c(C)c(C(CC(=O)O)c3ccc(C(F)(F)F)c(CN4C[C@@H](C)Oc5ccccc5S4(=O)=O)c3)ccc21,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,28,5,4,11,8,42,14,12,4,13,14,4,43,7,17,3,0,9,34,11,13,12,0,8,28,6,12,1,3,1,0
386,O=C(O)c1ccc(NC2=C/C(=N/S(=O)(=O)c3ccc4ccccc4c3)c3ccccc3C2=O)cc1,5.57,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,29,3,3,7,6,34,9,13,4,8,16,5,24,7,15,5,1,6,33,5,10,0,2,11,30,3,10,0,2,1,2
387,CCn1cc(CCC(CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)nn1,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,24,5,4,10,8,33,10,12,4,9,14,4,33,7,15,3,0,9,29,10,13,0,0,8,24,6,10,1,3,1,0
388,O=C(O)c1cnn(-c2cccc(-c3cccc(C(=O)N4CCCCC4)c3F)c2)c1C1CC1,6.92,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,25,6,3,11,3,31,12,8,0,8,6,0,33,6,9,0,0,6,26,6,6,2,0,5,20,3,5,1,7,0,0
389,CC(=O)Nc1ccc(C(Oc2ccc(N(CC(=O)O)S(=O)(=O)c3c(C)cc(C)cc3C)c3ccccc23)C(=O)O)cc1,6.27,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,30,4,7,7,11,40,7,16,7,8,29,4,44,3,26,4,1,3,44,3,26,0,2,14,26,5,17,0,4,2,0
390,Cc1c(S(=O)(=O)N(C)Cc2cc(C(CC(=O)O)c3ccc4c(c3)nnn4C)ccc2Cl)cnn1C,6.26,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,20,8,2,15,4,31,12,10,2,8,8,3,27,11,14,2,0,11,19,15,10,5,0,4,15,9,10,1,5,1,0
391,Cc1cc(C)c(S(=O)(=O)Nc2ccc(OC(C(=O)O)c3ccccc3)c3ccccc23)c(C)c1,5.61,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,28,1,4,3,8,33,5,13,6,7,23,4,29,2,18,4,1,2,38,2,9,0,2,6,19,2,8,0,1,2,0
392,CCN1CCN(Cc2cc(C(CC(=O)O)c3cc(OC)c4c(c3)nnn4C)ccc2C)S(=O)(=O)c2ccccc21,7.26,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,26,8,4,14,6,44,13,12,4,14,15,4,41,11,18,4,0,11,34,14,12,0,2,10,29,8,11,1,7,1,0
393,COc1ccc(S(=O)(=O)Nc2cnc(N3CCC[C@H]3C(=O)O)c3ccccc23)cc1,5.3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,19,6,4,9,6,23,11,10,4,13,15,3,25,5,8,3,4,4,16,7,11,0,0,8,14,2,8,0,2,0,0
394,CC(=O)Nc1cccc(S(=O)(=O)N(C)Cc2cc(C(CC(=O)O)c3ccc4c(c3)nnn4C)ccc2Cl)c1,6.26,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,24,7,3,12,5,33,13,11,3,10,12,3,32,7,16,3,2,12,23,13,12,5,2,6,20,7,11,1,3,1,0
395,CN1CCC(SC(=S)NCCCCNC(=O)CC2CCCC2)CC1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,1,5,1,14,5,2,5,6,3,4,9,5,3,5,0,2,11,3,0,0,0,1,7,5,0,0,5,2,0
396,CCC1CN(Cc2cc(C(CC(=O)O)c3ccc4c(nnn4C)c3C)ccc2F)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,27,5,4,10,8,39,13,13,4,12,14,4,42,7,17,3,0,9,30,11,12,6,0,6,25,5,12,1,1,1,0
397,Cc1ccc([C@@H](NC(=O)[C@@H](F)c2ccc3c(c2)CCCC3)[C@@H](C)C(=O)O)cc1,6.76,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,24,2,3,3,3,30,5,6,0,4,6,0,22,3,12,0,0,3,21,2,7,3,0,8,20,0,4,0,0,0,0
398,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN1CC(C)Oc2ccccc2S1(=O)=O,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,27,5,4,10,8,41,13,12,4,12,14,4,41,7,17,3,0,9,33,11,13,0,0,8,25,6,12,1,3,1,0
399,COc1cc(C(CC(=O)O)c2ccc(C)c(CN3CCN(C)c4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,7.26,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,25,8,4,13,6,42,13,12,4,14,15,4,39,10,18,3,0,11,33,14,12,0,2,10,26,8,11,1,7,1,0
400,COc1ccc(S(=O)(=O)N(CC(=O)O)c2c(C)c(C)c(N(CC(=O)O)S(=O)(=O)c3cccnc3)c(C)c2C)cc1,6.74,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,22,6,6,10,10,30,13,18,9,9,23,10,43,4,32,6,0,5,31,9,22,0,0,11,17,3,16,1,3,3,0
401,CCCN(Cc1cc(C(CC(=O)O)c2ccc3c(c2)nnn3C)ccc1Cl)S(=O)(=O)c1cccnc1,6.26,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,23,7,2,12,4,30,13,10,3,8,10,4,33,9,16,2,0,11,25,14,10,6,0,4,20,7,10,1,3,1,0
402,Cc1cc(C)c(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccc(F)cc3)c3ccccc23)c(C)c1,6.77,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,29,2,6,4,10,37,5,15,7,7,27,4,41,2,24,4,1,2,42,2,24,1,2,10,23,2,14,0,1,2,0
403,COc1ccc(S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,6.03,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,23,2,4,6,8,24,10,16,8,10,18,8,22,4,16,6,0,0,30,4,10,0,0,4,15,4,10,0,2,4,0
404,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OCc3ccc4ccccc4c3)c2)cc1,6.32,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,32,4,10,8,15,40,8,24,10,7,30,6,46,4,29,3,0,5,40,10,31,0,2,27,47,8,31,0,5,8,0
405,Cc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(C)cc3)c(OCc3ccc(-c4ccccc4)cc3)c2)cc1,6.36,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,36,4,6,8,11,42,8,20,10,7,28,6,49,4,28,5,0,7,44,8,24,0,2,23,45,6,33,0,5,6,0
406,Cc1ccc(S(=O)(=O)N(CC(=O)O)c2cc(OCc3ccc(F)cc3)c(N(CC(=O)O)S(=O)(=O)c3ccc(C)cc3)c3ccccc23)cc1,7.4,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,34,4,6,8,11,40,10,20,10,11,29,8,51,6,34,9,0,7,61,8,34,1,2,25,54,5,32,0,2,5,0
407,[O-][S+](CCCCN=C=S)c1ccccc1,4.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,1,2,8,1,3,4,1,3,3,7,0,2,1,0,1,4,2,1,0,0,0,2,1,0,0,0,2,0
408,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccccc3)c3ccccc23)cc1OC,5.64,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,26,2,10,4,14,35,5,19,5,5,27,4,40,2,24,4,2,2,36,3,27,0,2,16,24,2,18,0,1,2,0
409,COc1cc(OC)c(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccc(OC(C)C)cc3)c3ccccc23)c(OC)c1,6.49,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,28,2,14,4,20,41,5,23,5,5,27,6,45,4,39,3,1,1,43,3,32,0,8,29,31,2,22,0,1,2,0
410,CN1CCC(SC(=S)NCCCCNC(=O)Nc2ccc3c(c2)OCO3)CC1,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,9,5,6,4,16,8,6,5,8,5,4,9,7,4,5,1,4,12,3,2,0,1,3,9,5,2,0,6,2,0
411,Cc1ccc(C(CC(=O)O)c2ccccc2C)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,6.26,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,27,2,4,3,8,39,5,12,4,5,14,4,39,3,17,3,0,2,31,3,13,0,0,8,23,1,10,0,0,1,0
412,Cc1ccc([C@@H](CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN(C)S(=O)(=O)c1ccccc1,7.26,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,25,5,2,9,4,36,12,10,3,12,10,3,35,7,14,3,0,9,28,11,10,0,0,6,20,6,10,1,3,1,0
413,CC[C@@H]1CN(Cc2cc(C(CC(=O)O)c3ccc4c(nnn4CC)c3C)ccc2C)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,29,5,4,11,8,43,14,13,4,14,14,4,46,7,17,4,0,9,37,11,13,0,0,8,30,6,12,1,3,1,0
414,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN1C[C@@H](C)Oc2cccnc2S1(=O)=O,7.26,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,25,7,4,12,8,40,13,9,4,15,14,4,39,9,17,3,0,11,30,14,13,0,0,8,23,8,12,1,6,1,0
415,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,20,11,7,10,11,33,4,10,0,8,13,0,29,7,9,0,4,8,21,6,11,3,0,5,21,5,4,0,6,0,0
416,O=C(O)CN(c1ccc(N(CC(=O)O)S(=O)(=O)c2ccc(OC(F)(F)F)cc2)c2ccccc12)S(=O)(=O)c1ccc(OC(F)(F)F)cc1,6.75,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,25,4,8,8,12,32,10,20,10,10,26,8,42,4,28,6,0,2,35,6,32,0,0,18,24,4,18,0,2,4,0
417,CCOc1ccc(S(=O)(=O)Nc2cc(Sc3nc[nH]n3)c(NS(=O)(=O)c3ccc(OCC)cc3)c3ccccc23)cc1,5.89,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,25,6,4,8,10,28,12,16,11,16,18,10,30,11,16,10,0,7,36,13,12,0,0,10,24,16,12,0,12,5,0
418,COc1cc([C@@H](CC(=O)O)c2ccc(C)c(CN3C[C@H](C)Cc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,28,5,4,10,6,42,13,12,5,11,17,4,41,9,18,3,0,9,37,11,12,0,2,10,28,6,11,1,4,1,0
419,CCC1CN(Cc2cc(C(CC(=O)O)c3cc(OC)c4c(c3)nnn4C)ccc2C)S(=O)(=O)c2ccccc21,7.26,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,28,5,4,10,6,43,12,12,4,12,15,4,40,9,18,4,0,9,36,11,12,0,2,10,28,6,11,1,4,1,0
420,Cc1ccccc1CCC(CC(=O)O)c1ccc(C)c(CN2C[C@@H](C)Oc3ccccc3S2(=O)=O)c1,6.26,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,29,2,4,3,8,40,5,12,4,5,14,4,37,3,15,3,0,2,39,2,15,0,0,14,28,2,10,0,3,2,0
421,Cc1ccc(C(CC(=O)OCc2oc(=O)oc2C)c2ccc3c(nnn3C)c2C)cc1CN1CCN(C)c2ccccc2S1(=O)=O,7.26,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,29,8,8,13,9,48,14,16,4,15,18,4,46,8,19,3,0,11,45,14,14,0,1,13,42,12,21,1,10,2,1
422,Cc1ccc(S(=O)(=O)N(CC(=O)O)c2cc(OCC(=O)O)c(N(CC(=O)O)S(=O)(=O)c3ccc(C)cc3)c3ccccc23)cc1,7.27,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,28,4,8,8,13,35,10,18,10,11,29,8,45,6,37,9,0,5,49,4,40,0,2,31,31,4,30,0,2,4,0
423,Cc1ccc(C(CC(=O)O)c2ccc3c(c2)CN(C)C3=O)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,28,5,5,5,9,42,7,16,4,7,16,4,41,4,18,3,0,4,36,6,17,0,0,13,27,4,14,0,2,2,0
424,CC[C@@H]1CN(Cc2cc(C(CC(=O)O)c3cc(OC)c4c(c3)nnn4C)ccc2C)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,27,5,6,10,10,41,12,15,4,12,17,4,43,9,19,4,0,9,37,11,15,0,2,12,28,6,13,1,4,1,0
425,Cc1cc(C)c(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccc(OC(C)C)cc3)c3ccccc23)c(C)c1,6.3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,31,2,8,4,14,41,5,17,7,7,28,4,46,2,25,4,1,2,45,2,26,0,4,16,27,2,21,0,1,2,0
426,Cc1ccc(C(CC(=O)O)C2CC2c2cn(C)nn2)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,25,5,4,9,8,35,10,12,4,10,14,4,35,7,17,3,0,9,29,11,13,0,0,8,23,6,12,1,3,1,0
427,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OCC(=O)Nc3ccccc3)c2)cc1,5.11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,27,6,11,11,16,32,10,23,10,9,32,6,40,6,33,3,0,5,34,9,33,0,2,26,36,12,25,0,9,8,2
428,CC(=O)Nc1ccc(S(=O)(=O)N(Cc2nn[nH]n2)c2ccc(N(Cc3nn[nH]n3)S(=O)(=O)c3ccc(NC(C)=O)cc3)c3ccccc23)cc1,7.8,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,27,12,2,22,6,34,18,18,10,16,24,8,46,20,20,6,8,34,35,50,8,0,0,8,28,22,12,8,24,4,8
429,C[C@@H]1CN(Cc2cc(C(CC(=O)O)c3ccn(C)c(=O)c3)ccc2Cl)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,23,5,5,5,9,34,6,15,4,5,16,4,33,5,19,2,0,5,24,5,12,6,2,10,22,0,10,1,2,0,0
430,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN1CCOc2ncccc2S1(=O)=O,7.26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,24,7,4,12,6,38,14,12,3,12,12,3,37,8,15,3,0,10,28,13,13,0,0,8,21,8,12,1,5,1,0
431,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ncc(N(CC(=O)O)S(=O)(=O)c3ccc(F)cc3)c3ccccc23)cc1,6.62,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,23,6,6,9,10,27,12,18,9,15,23,7,36,9,24,6,4,6,32,8,28,2,0,14,20,5,15,0,2,4,0
432,CN1CCC(SC(=S)NCCCCNC(=O)OCc2ccccc2)CC1,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,7,3,4,1,15,5,5,5,5,5,4,9,5,5,5,0,4,12,3,1,0,0,2,10,4,0,0,5,2,0
433,O=S(=O)(Nc1ccc(NS(=O)(=O)c2ccc(F)cc2)c2ccccc12)c1ccc(F)cc1,6.18,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,23,2,0,6,4,20,10,12,8,10,16,8,20,4,16,6,0,0,30,2,4,2,0,0,11,4,4,0,2,4,0
434,Cc1ccc([C@@H](NC(=O)Cc2ccc(Cc3ccccn3)cc2)[C@@H](C)C(=O)O)cc1.Cl,6.44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,25,4,3,6,3,30,7,6,0,6,6,0,26,5,12,0,0,3,25,2,6,0,0,8,17,1,5,1,3,0,0
435,O=C(O)c1cnn(-c2cccc(NS(=O)(=O)c3ccccc3)c2)c1C(F)(F)F,5.34,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,16,4,2,11,4,14,11,10,4,6,10,3,17,3,8,1,0,4,10,4,6,3,0,8,10,3,2,0,1,0,0
436,Cc1cccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3cccc(C)c3)c(OCc3ccccc3)c2)c1,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,29,4,6,8,11,31,8,20,10,7,28,8,40,6,32,3,0,5,42,8,22,0,2,26,36,5,28,0,4,5,0
437,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OCC(=O)c3ccccc3)c2)cc1,6.23,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,28,4,11,8,17,33,8,25,10,7,33,6,41,4,32,3,0,4,37,9,32,0,2,28,39,7,31,0,3,7,0
438,COc1cc(C(CC(=O)O)c2ccc(C)c(CN3CCOc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,7.26,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,25,5,6,10,9,39,11,14,4,11,17,3,37,9,17,3,0,9,31,11,15,0,2,12,24,6,13,1,4,1,0
439,Cc1ccc(S(=O)(=O)Oc2nc3nc4ccccc4nc3nc2OS(=O)(=O)c2ccc(C)cc2)cc1,6.59,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22,8,2,10,8,21,8,18,6,10,18,4,16,10,14,4,6,12,17,12,16,0,4,20,28,8,18,0,4,2,0
440,Cc1ccccc1[S+]([O-])CCCCN=C=S,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,2,10,1,3,5,1,4,3,8,0,2,1,0,1,5,2,1,0,0,0,3,1,0,0,0,3,0
441,CCCn1cc(CCC(CC(=O)O)c2ccc(C)c(CN3C[C@@H](CC)Oc4ccccc4S3(=O)=O)c2)nn1,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,26,5,4,10,8,34,11,13,4,11,14,4,37,8,15,4,0,9,33,10,13,0,0,8,28,6,10,1,3,1,0
442,Cc1ccc(S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(C)cc3)c3ccccc23)cc1,6.05,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,25,2,0,6,4,24,10,12,8,10,16,8,20,4,16,8,0,2,32,2,4,0,0,0,17,4,4,0,2,4,0
443,O=C(O)CN(c1ccc(OC(C(=O)O)c2ccccc2)c2ccccc12)S(=O)(=O)c1cccc2ccccc12,6.11,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,31,2,6,4,10,40,5,15,6,6,25,6,41,4,28,4,1,2,45,2,22,0,2,14,28,2,13,0,1,2,0
444,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OCc3cccc(OC)c3)c2)cc1,6.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,27,4,12,8,17,33,8,26,10,7,32,6,44,4,28,3,0,5,37,10,32,0,2,29,41,6,33,0,3,6,0
445,CC(C)(C)OC(=O)N1CCC(SC(=S)NCCCCNC(=O)Nc2ccc3nccnc3c2)CC1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,13,4,12,3,21,13,7,5,13,10,4,19,8,5,5,0,6,16,4,3,0,0,2,13,8,2,0,11,5,0
446,CSc1ccc(C(CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc1,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,26,2,4,3,8,38,5,12,6,5,14,5,37,3,17,4,0,2,31,3,13,0,0,8,24,1,12,0,0,2,0
447,Cc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(C)cc3)c(OCC(=O)O)c2)cc1,7.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,23,4,8,8,13,26,8,18,10,7,28,6,34,4,31,5,0,5,30,4,26,0,2,23,21,4,28,0,2,4,0
448,CN1CCC(SC(=S)NCCCCNC(=O)Nc2ccc3c(c2)OCCO3)CC1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14,9,5,6,6,18,8,6,5,8,5,4,11,7,4,5,1,5,13,3,2,0,1,4,10,5,2,0,6,2,0
449,COc1ccc(S(=O)(=O)N(CC(F)(F)F)c2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(F)cc3)c3ccccc23)cc1,6.89,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,23,6,4,9,8,27,12,18,9,15,21,7,36,9,18,6,4,6,32,8,18,17,0,11,21,4,12,0,3,4,0
450,COc1cc(C(CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)c(C)c2nnn(C)c12,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,27,5,6,10,10,43,13,14,4,13,17,4,44,9,20,3,0,9,36,11,15,0,2,12,27,6,13,1,4,1,0
451,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN1CCOc2ccccc2S1(=O)=O,7.26,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,26,5,4,10,7,40,12,12,4,12,14,3,38,7,15,3,0,9,30,11,13,0,0,8,23,6,12,1,3,1,0
452,Cc1ccc(C(CC(=O)OCC(C)(C)CN(C)C)c2ccc3c(nnn3C)c2C)cc1CN1CCN(C)c2ccccc2S1(=O)=O,5.26,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,30,11,3,14,5,47,17,14,4,15,13,4,46,9,21,3,0,12,49,15,12,0,0,6,48,16,10,1,17,2,0
453,Cc1ccc([C@@H](NC(=O)Cc2ccccc2)[C@@H](C)C(=O)O)cc1,4.17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,19,2,3,3,3,21,5,6,0,4,6,0,17,3,12,0,0,2,19,0,5,0,0,7,11,0,4,0,0,0,0
454,Cc1cc(C)c(S(=O)(=O)N(Cc2nn[nH]n2)c2ccc(OC(C(=O)O)c3ccccc3)c3ccccc23)c(C)c1,6.08,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,29,4,4,8,8,37,7,15,7,9,25,4,41,10,18,4,5,18,42,26,10,0,2,6,23,10,10,0,9,2,0
455,COc1cnc(C)c(C(CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)c1,6.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,25,4,6,6,10,39,7,13,4,8,16,4,38,6,20,3,0,4,32,5,15,0,2,12,24,2,11,0,3,1,2
456,CCn1cc(CCC(CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4cnccc4S3(=O)=O)c2)nn1,7.26,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,22,7,4,12,8,32,11,11,4,10,14,3,31,8,13,3,2,10,28,11,13,0,0,8,21,9,10,1,5,1,0
457,CC[C@@H]1CN(Cc2cc(C(CC(=O)O)c3ccc4c(c3)C(=O)N(CC)C4=O)ccc2C)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,30,5,6,6,10,45,7,21,4,8,20,4,46,4,20,4,0,4,40,6,20,0,0,15,32,4,16,0,2,2,1
458,Cc1ccc(C(CC(=O)O)c2ccc3c(c2)nnn3C)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,26,5,4,10,8,38,12,12,4,10,14,4,37,7,17,3,0,9,31,11,13,0,0,8,24,6,12,1,3,1,0
